,Entity_EU_ReferenceNumber,Entity_SubjectType_ClassificationCode,NameAlias_WholeName,Address_City,Address_CountryDescription
11747,EU.4275.28,person,,,
11748,EU.4277.26,person,Ch’un-so’ng Ri,,
11749,EU.4277.26,person,CHUN SONG RI,,
11750,EU.4277.26,person,,,
11751,EU.4277.26,person,,,
11752,EU.4277.26,person,,,
11753,EU.4278.25,person,Pyo’ng-ch’o’l Ri,,
11754,EU.4278.25,person,Ri Pyong Chul,,
11755,EU.4278.25,person,Ri Pyong Chol,,
11756,EU.4278.25,person,,,KOREA
11757,EU.4278.25,person,,,
11758,EU.4278.25,person,,,
11759,EU.4279.24,person,Cheng He Li,,
11760,EU.4279.24,person,SONG HYOK RI,,
11761,EU.4279.24,person,,,
11762,EU.4279.24,person,,,
11763,EU.4280.2,person,Un Song Ri,,
11764,EU.4280.2,person,Eun Song Ri,,
11765,EU.4280.2,person,U’N SO’NG RI,,
11766,EU.4280.2,person,,,
11767,EU.4280.2,person,,,
11768,EU.4281.1,person,CHOE Chan Il,,
11769,EU.4281.1,person,촤찬일,,
11770,EU.4282.0,person,KIM Chol Nam,,
11771,EU.4282.0,person,김철남,,
11772,EU.4283.96,person,JON Chol Young,,
11773,EU.4283.96,person,JON Chol Yong,,
11774,EU.4283.96,person,전철영,,
11775,EU.4283.96,person,,,
11776,EU.4283.96,person,,,
11777,EU.4284.95,person,An Jong Hyok,,
11778,EU.4284.95,person,AN Jong Hyuk,,
11779,EU.4284.95,person,안종혁,,
11780,EU.4284.95,person,안정혁,,
11781,EU.4284.95,person,,,
11782,EU.4284.95,person,,,
11783,EU.4285.94,person,YUN Chol,,
11784,EU.4285.94,person,CHOL Yun,,
11785,EU.4285.94,person,윤철,,
11786,EU.4286.93,person,CHOE Kwang Hyok,,
11787,EU.4286.93,person,최광혁,,
11788,EU.4287.92,person,KIM Chang Hyok,,
11789,EU.4287.92,person,James Kim,,
11790,EU.4287.92,person,김창혁,,
11791,EU.4287.92,person,,,
11792,EU.4287.92,person,,,
11793,EU.4288.91,person,PARK Young Han,,
11794,EU.4288.91,person,박영한,,
11795,EU.4289.90,person,RYANG Su Nyo,,
11796,EU.4289.90,person,량수니오,,
11797,EU.4289.90,person,,,
11798,EU.4290.68,person,PYON Won Gun,,
11799,EU.4290.68,person,변원군,,
11800,EU.4290.68,person,,,
11801,EU.4290.68,person,,,
11802,EU.4290.68,person,,,
11803,EU.4291.67,person,PAE Won Chol,,
11804,EU.4291.67,person,배원철,,
11805,EU.4291.67,person,,,
11806,EU.4291.67,person,,,
11807,EU.4292.66,person,RI Sin Song,,
11808,EU.4292.66,person,리신송,,
11809,EU.4293.65,person,KIM Sung Su,,
11810,EU.4293.65,person,김성수,,
11811,EU.4294.64,person,KIM Pyong Chol,,
11812,EU.4294.64,person,김병철,,
11813,EU.4295.63,person,CHOE Kwang Su,,
11814,EU.4295.63,person,최광수,,
11815,EU.4295.63,person,,,
11816,EU.4295.63,person,,,
11817,EU.4296.62,person,Daniel Pak,,
11818,EU.4296.62,person,PAK In Su,,
11819,EU.4296.62,person,박인수,,
11820,EU.4296.62,person,,,
11821,EU.4296.62,person,,,
11822,EU.4297.61,person,SON Young-Nam,,
11823,EU.4297.61,person,손영남,,
11824,EU.4298.60,person,Néstor Luis REVEROL TORRES,,
11825,EU.4298.60,person,,,
11826,EU.4299.59,person,Gustavo Enrique GONZÁLEZ LÓPEZ,,
11827,EU.4299.59,person,,,
11828,EU.4300.65,person,Tibisay LUCENA RAMÍREZ,,
11829,EU.4300.65,person,,,
11830,EU.4301.64,person,Antonio José BENAVIDES TORRES,,
11831,EU.4301.64,person,,,
11832,EU.4302.63,person,Maikel José MORENO PÉREZ,,
11833,EU.4302.63,person,,,
11834,EU.4303.62,person,Tarek William SAAB HALABI,,
11835,EU.4303.62,person,,,
11836,EU.4304.61,person,Diosdado CABELLO RONDÓN,,
11837,EU.4304.61,person,,,
11838,EU.4322.1,person,Michael MAKUEI LUETH,,
11839,EU.4322.1,person,,,
11840,EU.4322.1,person,,,
11841,EU.4324.96,person,Guidon Shimiray Mwissa,,
11842,EU.4324.96,person,,,
11843,EU.4325.95,person,André Kalume,,
11844,EU.4325.95,person,Lucien Nzambamwita,,
11845,EU.4325.95,person,,,
11846,EU.4325.95,person,,,
11847,EU.4343.35,person,Mohamed Mazen Ali YOUSEF,,
11848,EU.4343.35,person,محمد مازن علي يوسف,,
11849,EU.4343.35,person,,,
11850,EU.4344.34,person,Imad Abdullah SARA,,
11851,EU.4344.34,person,عماد عبدالله سارة,,
11852,EU.4344.34,person,,,
11853,EU.4381.10,person,Hajji Salim Al-Shaklar,,
11854,EU.4381.10,person,Salim Mansur,,
11855,EU.4381.10,person,Salim Mansur Mustafa,,
11856,EU.4381.10,person,Saleem Al-Ifri,,
11857,EU.4381.10,person,Salim Mustafa Muhammad Mansur Al-Ifri,,
11858,EU.4381.10,person,SALIM MUSTAFA MUHAMMAD AL-MANSUR,,
11859,EU.4381.10,person,,Tel Afar – Al-Saad,
11860,EU.4381.10,person,,Mosul,
11861,EU.4381.10,person,,,
11862,EU.4381.10,person,,,
11863,EU.4381.10,person,,,
11864,EU.4381.10,person,,,
11865,EU.4381.10,person,,,
11866,EU.4381.10,person,,,
11867,EU.4382.9,person,Umar al-Kubaysi,,
11868,EU.4382.9,person,Omar Mahmood Irhayyim Al-Fayyadh Al-Kobaisi,,
11869,EU.4382.9,person,Omar Mahmood Irhayyim,,
11870,EU.4382.9,person,Umar Mahmud Arhaym,,
11871,EU.4382.9,person,Umar Mahmud Al-Kubaysi Arhaym,,
11872,EU.4382.9,person,Umar Mahmud Rahim Al-Qubaysi,,
11873,EU.4382.9,person,Umar Mahmud Rahim,,
11874,EU.4382.9,person,Omar Mahmood Irhayyim Al-Fayyadh,,
11875,EU.4382.9,person,Umar Mahmud Rahim al-Kubaysi,,
11876,EU.4382.9,person,UMAR MAHMUD IRHAYYIM AL-KUBAYSI,,
11877,EU.4382.9,person,,Al-Qaim,
11878,EU.4382.9,person,,,
11879,EU.4382.9,person,,,
11880,EU.4382.9,person,,,
11881,EU.4382.9,person,,,
11882,EU.4382.9,person,,,
11883,EU.4382.9,person,,,
11884,EU.4383.8,enterprise,Al-Kawthar Hawala,,
11885,EU.4383.8,enterprise,Al Kawthar Company,,
11886,EU.4383.8,enterprise,Al Kawthar Co.,,
11887,EU.4383.8,enterprise,AL-KAWTHAR MONEY EXCHANGE,,
11888,EU.4383.8,enterprise,,Al-Qaim,
11889,EU.4383.8,enterprise,,,
11890,EU.4385.6,person,Ahmad Iman Ali,,
11891,EU.4385.6,person,Abu Zinira,,
11892,EU.4385.6,person,Ahmed Iman Ali,,
11893,EU.4385.6,person,Shaykh Ahmad Iman Ali,,
11894,EU.4385.6,person,Sheikh Ahmed Iman Ali,,
11895,EU.4385.6,person,,,
11896,EU.4385.6,person,,,
11897,EU.4385.6,person,,,
11898,EU.4386.5,person,Abdifatah Abubakar Abdi,,
11899,EU.4386.5,person,Musa Muhajir,,
11900,EU.4386.5,person,,Mombasa,KENYA
11901,EU.4386.5,person,,,SOMALIA
11902,EU.4386.5,person,,,
11903,EU.4386.5,person,,,
11904,EU.4402.72,person,Ajib,,
11905,EU.4402.72,person,Yousef,,
11906,EU.4402.72,person,Yusuf AJEEB,,
11907,EU.4402.72,person,يوسف عجيب,,
11908,EU.4402.72,person,,Damascus,SYRIAN ARAB REPUBLIC
11909,EU.4403.71,person,Suleiman,,
11910,EU.4403.71,person,Mahir,,
11911,EU.4403.71,person,Maher SULAIMAN,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN,
11912,EU.4403.71,person,ماهر سليمان,,
11913,EU.4403.71,person,,Damascus,SYRIAN ARAB REPUBLIC
11914,EU.4403.71,person,,,
11915,EU.4405.69,person,Fadhloun,,
11916,EU.4405.69,person,Fadloun,,
11917,EU.4405.69,person,Zoher,,
11918,EU.4405.69,person,Zuhair FADHLUN,,
11919,EU.4405.69,person,زهير فضلون,,
11920,EU.4405.69,person,,Damascus,SYRIAN ARAB REPUBLIC
11921,EU.4421.11,person,Yong Sik Pak,,
11922,EU.4421.11,person,,,
11923,EU.4421.11,person,,,
11924,EU.4441.46,enterprise,Khataib al-Imam al-Bukhari,,
11925,EU.4441.46,enterprise,(KIB),,
11926,EU.4441.46,enterprise,KHATIBA IMAM AL-BUKHARI,,
11927,EU.4441.46,enterprise,,Khama,
11928,EU.4441.46,enterprise,,Aleppo,
11929,EU.4441.46,enterprise,,Idlib,
11930,EU.4441.46,enterprise,,Khan-Shaykhun,
11931,EU.4441.46,enterprise,,,PAKISTAN
11932,EU.4441.46,enterprise,,,AFGHANISTAN
11933,EU.4442.45,person,Yun Yuan Tsang,,
11934,EU.4442.45,person,Neil Tsang,,
11935,EU.4442.45,person,YUNG YUAN TSANG,,
11936,EU.4442.45,person,,,
11937,EU.4442.45,person,,,
11938,EU.4443.44,enterprise,CHANG AN SHIPPING AND TECHNOLOGY,,
11939,EU.4443.44,enterprise,CHANG AN SHIPPING & TECHNOLOGY,,
11940,EU.4443.44,enterprise,,Chai Wan,
11941,EU.4444.43,enterprise,CHON MYONG SHIPPING COMPANY LIMITED,,
11942,EU.4444.43,enterprise,CHONMYONG SHIPPING CO,,
11943,EU.4444.43,enterprise,,Pyongchon-guyok,
11944,EU.4444.43,enterprise,,Mangyongdae-guyok,
11945,EU.4445.42,enterprise,FIRST OIL JV CO LTD,,
11946,EU.4445.42,enterprise,,Rakrang-guyok,
11947,EU.4446.41,enterprise,HAPJANGGANG SHIPPING CORP,,
11948,EU.4446.41,enterprise,,Mangyongdae-guyok,
11949,EU.4448.39,enterprise,KINGLY WON INTERNATIONAL CO.,,
11950,EU.4448.39,enterprise,,Ajeltake Island,
11951,EU.4449.38,enterprise,KOREA ACHIM SHIPPING CO,,
11952,EU.4449.38,enterprise,,Chung-guyok,
11953,EU.4450.16,enterprise,KOREA ANSAN SHPG COMPANY,,
11954,EU.4450.16,enterprise,KOREA ANSAN SHIPPING COMPANY,,
11955,EU.4450.16,enterprise,,Pyongchon-guyok,
11956,EU.4451.15,enterprise,KOREA MYONGDOK SHIPPING CO,,
11957,EU.4451.15,enterprise,,Mangyongdae-guyok,
11958,EU.4452.14,enterprise,KOREA SAMJONG SHIPPING,,
11959,EU.4452.14,enterprise,,Chung-guyok,
11960,EU.4453.13,enterprise,KOREA SAMMA SHIPPING CO.,,
11961,EU.4453.13,enterprise,,Rakrang-guyok,
11962,EU.4455.11,enterprise,KOREA YUJONG SHIPPING CO LTD,,
11963,EU.4455.11,enterprise,,Pyongchon-guyok,
11964,EU.4455.11,enterprise,,,
11965,EU.4456.10,enterprise,KOTI CORP,,
11966,EU.4456.10,enterprise,,Panama City,
11967,EU.4457.9,enterprise,MYOHYANG SHIPPING CO,,
11968,EU.4457.9,enterprise,,Mangyongdae-guyok,
11969,EU.4458.8,enterprise,Care of First Oil JV Co Ltd,,
11970,EU.4458.8,enterprise,PAEKMA SHIPPING CO,,
11971,EU.4458.8,enterprise,,Rakrang-guyok,
11972,EU.4459.7,enterprise,PHYONGCHON SHIPPING & MARINE,,
11973,EU.4459.7,enterprise,PHYONGCHON SHIPPING AND MARINE,,
11974,EU.4459.7,enterprise,,Chung-guyok,
11975,EU.4460.82,enterprise,PRO-GAIN GROUP CORPORATION,,
11976,EU.4461.81,enterprise,SHANGHAI DONGFENG SHIPPING CO LTD,,
11977,EU.4461.81,enterprise,,Hongkou Qu,
11978,EU.4462.80,enterprise,SHEN ZHONG INTERNATIONAL SHIPPING,,
11979,EU.4462.80,enterprise,,Tsim Sha Tsui,
11980,EU.4463.79,enterprise,WEIHAI WORLD-SHIPPING FREIGHT,,
11981,EU.4463.79,enterprise,,Huancui Qu,
11982,EU.4464.78,enterprise,YUK TUNG ENERGY PTE LTD,,
11983,EU.4464.78,enterprise,,Singapore,
11984,EU.4481.19,person,KIM Yong-Gon,,
11985,EU.4481.19,person,KIM Young-Nam,,
11986,EU.4481.19,person,KIM Yong-Nam,,
11987,EU.4481.19,person,KIM Yong Nam,,
11988,EU.4481.19,person,김영남,,
11989,EU.4481.19,person,,,
11990,EU.4482.18,person,DJANG Tcheul Hy,,
11991,EU.4482.18,person,KIM Tcheul-hy,,
11992,EU.4482.18,person,DJANG Tchoul-hy,,
11993,EU.4482.18,person,DJANG Chol-hy,,
11994,EU.4482.18,person,DJANG Cheul-hy,,
11995,EU.4482.18,person,JANG Chol-hy,,
11996,EU.4482.18,person,JANG Cheul-hy,,
11997,EU.4482.18,person,JANG Tcheul-hy,,
11998,EU.4482.18,person,장철희,,
11999,EU.4482.18,person,,,
12000,EU.4483.17,person,KIM Soukwang,,
12001,EU.4483.17,person,KIM Su-Kwang,,
12002,EU.4483.17,person,KIM Son-Kwang,,
12003,EU.4483.17,person,KIM Sou-Gwang,,
12004,EU.4483.17,person,KIM Sou-Kwang,,
12005,EU.4483.17,person,KIM Su Gwang,,
12006,EU.4483.17,person,KIM Son-gwang,,
12007,EU.4483.17,person,KIM Su-gwang,,
12008,EU.4483.17,person,김수광,,
12009,EU.4483.17,person,,,
12010,EU.4484.16,person,KIM Kyong Hui,,
12011,EU.4484.16,person,김경희,,
12012,EU.4484.16,person,,,
12013,EU.4501.82,enterprise,HUAXIN SHIPPING HONGKONG LTD,,
12014,EU.4501.82,enterprise,,Chai Wan,
12015,EU.4521.20,person,Inna Nikolayevna GUZEYEVA,,
12016,EU.4521.20,person,Инна Николаевна ГУЗЕЕВА,,
12017,EU.4521.20,person,Інна Миколаївна ГУЗЄЄВА,,
12018,EU.4521.20,person,Inna Mykolayivna HUZIEIEVA,,
12019,EU.4521.20,person,Инна Николаевна ГУЗЕЕВА,,
12020,EU.4521.20,person,Inna Nikolayevna GUZEEVA,,
12021,EU.4521.20,person,Inna Mykolajivna HUZIEJEVA,,
12022,EU.4521.20,person,Inna Nikolajevna GUZEJEVA,,
12023,EU.4521.20,person,,,
12024,EU.4522.19,person,Natalya Ivanovna BEZRUCHENKO,,
12025,EU.4522.19,person,Наталія Іванівна БЕЗРУЧЕНКО,,
12026,EU.4522.19,person,Nataliya Ivanivna BEZRUCHENKO,,
12027,EU.4522.19,person,Наталья Ивановна БЕЗРУЧЕНКО,,
12028,EU.4522.19,person,Natalia Ivanovna BEZRUCHENKO,,
12029,EU.4522.19,person,Natalija Ivanivna BEZRUTJENKO,,
12030,EU.4522.19,person,Natalja Ivanovna BEZRUTJENKO,,
12031,EU.4522.19,person,,,
12032,EU.4523.18,person,Александр Юрьевич ПЕТУХОВ,,
12033,EU.4523.18,person,Aleksandr Yurievich PETUKHOV,,
12034,EU.4523.18,person,Aleksandr Yurevich PETUKHOV,,
12035,EU.4523.18,person,Олександр Юрійович ПЄТУХОВ,,
12036,EU.4523.18,person,Oleksandr Yuriyovych PIETUKHOV,,
12037,EU.4523.18,person,Aleksandr Jurjevitj PETUCHOV,,
12038,EU.4523.18,person,Alexandr Jurewitsch PETUCHOW,,
12039,EU.4523.18,person,Oleksandr Jurijovytj PJETUCHOV,,
12040,EU.4523.18,person,,,
12041,EU.4524.17,person,Мирослав Олександрович ПОГОРЄЛОВ,,
12042,EU.4524.17,person,Myroslav Oleksandrovych POHORIELOV,,
12043,EU.4524.17,person,Мирослав Александрович ПОГОРЕЛОВ,,
12044,EU.4524.17,person,Miroslav Aleksandrovich POGORELOV,,
12045,EU.4524.17,person,,,
12046,EU.4525.16,person,Анастасія Миколаївна КАПРАНОВА,,
12047,EU.4525.16,person,Anastasiya Mykolayivna KAPRANOVA,,
12048,EU.4525.16,person,Анастасия Николаевна КАПРАНОВА,,
12049,EU.4525.16,person,Anastasiya Nikolayevna KAPRANOVA,,
12050,EU.4525.16,person,,,
12051,EU.4565.86,person,ERMIAS ALEM,,
12052,EU.4565.86,person,Ermies Ghermay,,
12053,EU.4565.86,person,Ermias Ghirmay,,
12054,EU.4565.86,person,Ermias Ghermay,,
12055,EU.4565.86,person,,Tripoli,
12056,EU.4565.86,person,,,
12057,EU.4565.86,person,,,
12058,EU.4566.85,person,Abdurezak,,
12059,EU.4566.85,person,Fitiwi Abdelrazak,,
12060,EU.4566.85,person,Abdrazzak,,
12061,EU.4566.85,person,Abdulrazak,,
12062,EU.4566.85,person,Abdelrazaq,,
12063,EU.4566.85,person,Fitwi Esmail Abdelrazak,,
12064,EU.4566.85,person,,,
12065,EU.4566.85,person,,,
12066,EU.4584.25,,,,
12067,EU.4584.25,,,,
12068,EU.4584.25,,,,
12069,EU.4584.25,,,,
12070,EU.4584.25,,,,
12071,EU.4584.25,,,,
12072,EU.4584.25,,,,
12073,EU.4584.25,,,,
12074,EU.4584.25,,,,
12075,EU.4585.24,person,al-Bija,,
12076,EU.4585.24,person,Rahman Salim Milad,,
12077,EU.4585.24,person,Abd Al-Rahman al-Milad,,
12078,EU.4585.24,person,,Zawiya,LIBYA
12079,EU.4585.24,person,,,
12080,EU.4585.24,person,,,
12081,EU.4586.23,,,,
12082,EU.4586.23,,,,
12083,EU.4586.23,,,,
12084,EU.4586.23,,,,
12085,EU.4586.23,,,,
12086,EU.4586.23,,,,
12087,EU.4586.23,,,,
12088,EU.4586.23,,,,
12089,EU.4586.23,,,,
12090,EU.4586.23,,,,
12091,EU.4586.23,,,,
12092,EU.4586.23,,,,
12093,EU.4586.23,,,,
12094,EU.4587.22,person,Al-Grein,,
12095,EU.4587.22,person,The Doctor,,
12096,EU.4587.22,person,ABU-AL QASSIM OMAR Musab Boukrin,,
12097,EU.4587.22,person,Mus'ab Abu Qarin,,
12098,EU.4587.22,person,MUS'AB MUSTAFA ABU AL QASSIM OMAR,,
12099,EU.4587.22,person,,,
12100,EU.4587.22,person,,,
12101,EU.4587.22,person,,,
12102,EU.4587.22,person,,,
12103,EU.4602.90,person,Myrna Ajilul Mabanza,,
12104,EU.4602.90,person,Myrna Adijul Mabanza,,
12105,EU.4602.90,person,MYRNA AJIJUL MABANZA,,
12106,EU.4602.90,person,,Daina,
12107,EU.4602.90,person,,Jeddah,
12108,EU.4602.90,person,,Zamboanga City,
12109,EU.4602.90,person,,,
12110,EU.4602.90,person,,,
12111,EU.4602.90,person,,,
12112,EU.4602.90,person,,,
12113,EU.4602.90,person,,,
12114,EU.4602.90,person,,,
12115,EU.4603.89,person,Abdul Patta Abu Bakar,,
12116,EU.4603.89,person,Abdul Patta Escalon Abubakar,,
12117,EU.4603.89,person,Abdulpatta Abubakar Escalon,,
12118,EU.4603.89,person,ABDULPATTA ESCALON ABUBAKAR,,
12119,EU.4603.89,person,,Daina,
12120,EU.4603.89,person,,Jeddah,
12121,EU.4603.89,person,,,PHILIPPINES
12122,EU.4603.89,person,,,
12123,EU.4603.89,person,,,
12124,EU.4603.89,person,,,
12125,EU.4603.89,person,,,
12126,EU.4603.89,person,,,
12127,EU.4603.89,person,,,
12128,EU.4603.89,person,,,
12129,EU.4603.89,person,,,
12130,EU.4621.29,person,Aung Kyaw Zaw,,
12131,EU.4621.29,person,,,
12132,EU.4621.29,person,,,
12133,EU.4621.29,person,,,
12134,EU.4622.28,person,Maung Maung Soe,,
12135,EU.4622.28,person,,,
12136,EU.4622.28,person,,,
12137,EU.4623.27,person,Than Oo,,
12138,EU.4623.27,person,,,
12139,EU.4623.27,person,,,
12140,EU.4624.26,person,Aung Aung,,
12141,EU.4624.26,person,,,
12142,EU.4625.25,person,Khin Maung Soe,,
12143,EU.4625.25,person,,,
12144,EU.4627.23,person,Thura San Lwin,,
12145,EU.4627.23,person,,,
12146,EU.4628.22,person,Thant Zin Oo,,
12147,EU.4629.21,person,Tareck Zaidan EL-AISSAMI MADDAH,,
12148,EU.4629.21,person,,,
12149,EU.4630.96,person,Sergio José RIVERO MARCANO,,
12150,EU.4630.96,person,,,
12151,EU.4631.95,person,Jesús Rafael SUÁREZ CHOURIO,,
12152,EU.4631.95,person,,,
12153,EU.4632.94,person,Iván HERNÁNDEZ DALA,,
12154,EU.4632.94,person,,,
12155,EU.4633.93,person,Delcy Eloina RODRÍGUEZ GÓMEZ,,
12156,EU.4633.93,person,,,
12157,EU.4634.92,person,Elías José JAUA MILANO,,
12158,EU.4634.92,person,,,
12159,EU.4635.91,person,Sandra  OBLITAS RUZZA,,
12160,EU.4635.91,person,,,
12161,EU.4636.90,person,Freddy Alirio BERNAL ROSALES,,
12162,EU.4636.90,person,,,
12163,EU.4637.89,person,Katherine Nayarith HARRINGTON PADRÓN,,
12164,EU.4637.89,person,,,
12165,EU.4638.88,person,Socorro Elizabeth HERNÁNDEZ,,
12166,EU.4638.88,person,,,
12167,EU.4639.87,person,Xavier Antonio MORENO REYES,,
12168,EU.4641.64,person,Abu Musab,,
12169,EU.4641.64,person,Rabah TAHARI,,
12170,EU.4641.64,person,,,
12171,EU.4641.64,person,,,
12172,EU.4661.2,enterprise,АО Институт Гипростроймост – Санкт-Петербург,,
12173,EU.4661.2,enterprise,AO “Institute Giprostroymost — Saint-Petersburg”,,
12174,EU.4661.2,enterprise,AO ‚Institut Giprostroymost — Sankt Petersburg‘,,
12175,EU.4661.2,enterprise,AO ”Giprostrojmostinstitutet – Sankt Petersburg”,,
12176,EU.4661.2,enterprise,АД „Институт Гипростроймост – Санкт-Петербург“,,
12177,EU.4661.2,enterprise,AO “Institute Giprostroymost — São Petersburgo”,,
12178,EU.4661.2,enterprise,AO Institute Giprostroymost - Sankt Petersburg (AO Instytut Giprostrojmost),,
12179,EU.4661.2,enterprise,AO “Institute Giprostroymost — St. Petersburg”,,
12180,EU.4661.2,enterprise,AO «Institute Giprostroymost – Sankt-Petersburg»,,
12181,EU.4661.2,enterprise,Delniška družba „Institute Giprostroymost — Saint-Petersburg“,,
12182,EU.4661.2,enterprise,,St. Petersburg,RUSSIAN FEDERATION
12183,EU.4661.2,enterprise,,,
12184,EU.4661.2,enterprise,,,
12185,EU.4662.1,enterprise,ПАО Мостотрест,,
12186,EU.4662.1,enterprise,PJSC Mostotrest,,
12187,EU.4662.1,enterprise,Viešoji akcinė bendrovė „Mostotrest“,,
12188,EU.4662.1,enterprise,ПАО „Мостотрест“,,
12189,EU.4662.1,enterprise,Javna delniška družba Mostotrest,,
12190,EU.4662.1,enterprise,,Moscow,
12191,EU.4662.1,enterprise,,,
12192,EU.4662.1,enterprise,,,
12193,EU.4664.96,enterprise,Судостроительный завод 'Залив',,
12194,EU.4664.96,enterprise,JSC Zaliv Shipyard,,
12195,EU.4664.96,enterprise,Ναυπηγείο JSC Zaliv,,
12196,EU.4664.96,enterprise,Корабостроителен завод „Залив“,,
12197,EU.4664.96,enterprise,stocznia JSC Zaliv,,
12198,EU.4664.96,enterprise,Scheepswerf JSC Zaliv,,
12199,EU.4664.96,enterprise,Akcinė bendrovė „Zaliv Shipyard“,,
12200,EU.4664.96,enterprise,Delniška družba Ladjedelnica Zaliv,,
12201,EU.4664.96,enterprise,,Kerch,UNKNOWN
12202,EU.4664.96,enterprise,,,
12203,EU.4664.96,enterprise,,,
12204,EU.4665.95,enterprise,ООО Стройгазмонтаж (груп СГМ),,
12205,EU.4665.95,enterprise,STROYGAZMONTAZH Corporation (SGM Group),,
12206,EU.4665.95,enterprise,STROYGAZMONTAZH Joint Stock Company,,
12207,EU.4665.95,enterprise,Družba STROYGAZMONTAZH (SGM Group),,
12208,EU.4665.95,enterprise,Delniška družba STROYGAZMONTAZH,,
12209,EU.4665.95,enterprise,Osakeyhtiö STROYGAZMONTAZH,,
12210,EU.4665.95,enterprise,Sociedade por ações STROYGAZMONTAZH,,
12211,EU.4665.95,enterprise,korporacja STROYGAZMONTAZH,,
12212,EU.4665.95,enterprise,spółka akcyjna STROYGAZMONTAZH,,
12213,EU.4665.95,enterprise,STROYGAZMONTAZH Corporation (Grupul SGM),,
12214,EU.4665.95,enterprise,Societatea pe acțiuni STROYGAZMONTAZH,,
12215,EU.4665.95,enterprise,Akcinė bendrovė STROYGAZMONTAZH,,
12216,EU.4665.95,enterprise,Akciju sabiedrība “STROYGAZMONTAZH”,,
12217,EU.4665.95,enterprise,STROYGAZMONTAZH vállalat [SGM csoport],,
12218,EU.4665.95,enterprise,STROYGAZMONTAZH részvénytársaság,,
12219,EU.4665.95,enterprise,société anonyme STROYGAZMONTAZH,,
12220,EU.4665.95,enterprise,STROYGAZMONTAZH Corporation (Όμιλος SGM),,
12221,EU.4665.95,enterprise,Ανώνυμη εταιρεία STROYGAZMONTAZH,,
12222,EU.4665.95,enterprise,„Стройгазмонтаж“ ООД,,
12223,EU.4665.95,enterprise,Aktieselskabet STROYGAZMONTAZH,,
12224,EU.4665.95,enterprise,Stroygazmontazh Corporation (skupina SGM),,
12225,EU.4665.95,enterprise,,Moscow,RUSSIAN FEDERATION
12226,EU.4665.95,enterprise,,,
12227,EU.4665.95,enterprise,,,
12228,EU.4665.95,enterprise,,,
12229,EU.4665.95,enterprise,,,
12230,EU.4665.95,enterprise,,,
12231,EU.4667.93,enterprise,ООО  Стройгазмонтаж-Мост,,
12232,EU.4667.93,enterprise,Stroygazmontazh Most OOO,,
12233,EU.4667.93,enterprise,ООО СГМ-Мост,,
12234,EU.4667.93,enterprise,SGM-Most OOO,,
12235,EU.4667.93,enterprise,,Moscow,
12236,EU.4667.93,enterprise,,,
12237,EU.4667.93,enterprise,,,
12238,EU.4668.92,enterprise,АО «ВАД»,,
12239,EU.4668.92,enterprise,AKTSIONERNOE OBSHCHESTVO VAD,,
12240,EU.4668.92,enterprise,CJSC VAD,,
12241,EU.4668.92,enterprise,,St. Petersburg,
12242,EU.4668.92,enterprise,,Vologda,RUSSIAN FEDERATION
12243,EU.4668.92,enterprise,,,
12244,EU.4668.92,enterprise,,,
12245,EU.4681.37,person,Malek Ruben,,
12246,EU.4681.37,person,Malek REUBEN RIAK RENGU,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32018R1115&from=EN,
12247,EU.4681.37,person,,,
12248,EU.4681.37,person,,,
12249,EU.4683.35,person,Bol Malong,,
12250,EU.4683.35,person,Paul Malong,,
12251,EU.4683.35,person,Paul Malong Awan Anei,,
12252,EU.4683.35,person,Paul MALONG AWAN ANEI,,
12253,EU.4683.35,person,,,
12254,EU.4683.35,person,,,
12255,EU.4683.35,person,,,
12256,EU.4683.35,person,,,
12257,EU.4683.35,person,,,
12258,EU.4683.35,person,,,
12259,EU.4683.35,person,,,
12260,EU.4683.35,person,,,
12261,EU.4683.35,person,,,
12262,EU.4683.35,person,,,
12263,EU.4683.35,person,,,
12264,EU.4683.35,person,,,
12265,EU.4684.34,person,Lehbib Ould Ali Ould Said Ould Joumani,,
12266,EU.4684.34,person,Adnan Abu Waleed al-Sahrawi,,
12267,EU.4684.34,person,Adnan Abu Walid al-Sahraoui,,
12268,EU.4684.34,person,Abu Walid al Sahrawi,,
12269,EU.4684.34,person,Adnan Abu Walid al-Sahrawi,,
12270,EU.4684.34,person,Lahbib Idrissi ould Sidi Abdi ould Said ould El Bachir,,
12271,EU.4684.34,person,ADNAN ABOU WALID AL-SAHRAOUI,,
12272,EU.4684.34,person,,,MALI
12273,EU.4684.34,person,,,
12274,EU.4701.3,person,Fauz Faturohman,,
12275,EU.4701.3,person,Abdullah Faiz,,
12276,EU.4701.3,person,Kholid Faiz,,
12277,EU.4701.3,person,Saifudin Faiz,,
12278,EU.4701.3,person,Ustadz Faiz,,
12279,EU.4701.3,person,Mohammad Saifuddin Mohammad Yusuf Faiz,,
12280,EU.4701.3,person,Mohamad Yusuf Karim Saifullah Faiz,,
12281,EU.4701.3,person,Kembar Khalid,,
12282,EU.4701.3,person,Muh Saifudin,,
12283,EU.4701.3,person,Mohammad Yusef Karim Faiz,,
12284,EU.4701.3,person,Udtadz Syaifudin,,
