,Entity_EU_ReferenceNumber,Entity_SubjectType_ClassificationCode,NameAlias_WholeName,Address_City,Address_CountryDescription
4620,EU.1880.17,enterprise,Schiller Novin  Co.,,
4621,EU.1880.17,enterprise,Schiler Novin  Co.,,
4622,EU.1880.17,enterprise,,Tehran,UNKNOWN
4623,EU.1881.79,enterprise,Shahid Ahmad  Kazemi Industrial  Group (SAKIG),,
4624,EU.1883.9,enterprise,Shakhese Behbud Sanat,,
4625,EU.1884.71,enterprise,Technology Cooperation Office of the Iranian President’s Office,,
4626,EU.1884.71,enterprise,TCO of the Iranian President’s Office,,
4627,EU.1884.71,enterprise,Amt für technologische Zusammenarbeit,,
4628,EU.1884.71,enterprise,Ufficio per la cooperazione tecnologica,,
4629,EU.1884.71,enterprise,Úřad pro technologickou spolupráci (TCO) Kanceláře íránského prezidenta,,
4630,EU.1884.71,enterprise,Iraani presidendi kantselei Technology Cooperation Office (TCO),,
4631,EU.1884.71,enterprise,Urad za tehnološko sodelovanje urada iranskega predsednika,,
4632,EU.1884.71,enterprise,Center for Innovation and Technology,,
4633,EU.1884.71,enterprise,CITC,,
4634,EU.1884.71,enterprise,Centro di innovazione e tecnologia,,
4635,EU.1884.71,enterprise,innovatsiooni- ja tehnoloogiakeskus,,
4636,EU.1884.71,enterprise,Center za inovacije in tehnologijo,,
4637,EU.1884.71,enterprise,Bureau de coopération technologique du Bureau du Président iranien,,
4638,EU.1884.71,enterprise,Служба за сътрудничество в областта на технологиите към службата на иранския президент,,
4639,EU.1884.71,enterprise,Център за иновации и технологии,,
4640,EU.1884.71,enterprise,Technology Cooperation Office (TCO) under den iranske præsidents kontor,,
4641,EU.1884.71,enterprise,Γραφείο Τεχνολογικής Συνεργασίας της Ιρανικής Προεδρίας,,
4642,EU.1884.71,enterprise,Κέντρο Καινοτομίας και Τεχνολογίας,,
4643,EU.1884.71,enterprise,Irano prezidentūros technologinio bendradarbiavimo biuras,,
4644,EU.1884.71,enterprise,dar žinomas kaip Inovacijų ir technologijų centras,,
4645,EU.1884.71,enterprise,tal-Uffiċċju tal-President Iranjan,,
4646,EU.1884.71,enterprise,Biuro Współpracy w zakresie Technologii w gabinecie prezydenta Iranu,,
4647,EU.1884.71,enterprise,Centrum Innowacji i Technologii,,
4648,EU.1884.71,enterprise,Gabinete de Cooperação Tecnológica da Presidência Iraniana,,
4649,EU.1884.71,enterprise,Centro de Inovação e Tecnologia,,
4650,EU.1884.71,enterprise,Biroul de cooperare tehnologică al Biroului președintelui iranian,,
4651,EU.1884.71,enterprise,Centrul pentru inovare și tehnologie,,
4652,EU.1884.71,enterprise,Technology Cooperation Office (TCO) vid den iranske presidentens kansli,,
4653,EU.1884.71,enterprise,,Tehran,IRAN (ISLAMIC REPUBLIC OF)
4654,EU.1906.55,enterprise,Yasa Part,,
4655,EU.1907.20,enterprise,Arfa Paint Company,,
4656,EU.1908.82,enterprise,Arfeh Company,,
4657,EU.1909.47,enterprise,Farasepehr Engineering Company,,
4658,EU.1910.72,enterprise,Hosseini Nejad Trading Co.,,
4659,EU.1911.37,enterprise,Iran Saffron Company or Iransaffron Co.,,
4660,EU.1912.2,enterprise,Shetab G.,,
4661,EU.1838.23,enterprise,Shetab Gaman,,
4662,EU.1838.23,enterprise,Taamin Gostaran  Pishgaman Azar,,
4663,EU.1838.23,enterprise,,Teheran,
4664,EU.1839.85,enterprise,Shetab Trading,,
4665,EU.1840.13,enterprise,Y.A.S. Co. Ltd,,
4666,EU.1841.75,person,Ali FADAVI,,
4667,EU.1842.40,person,Parviz FATAH,,
4668,EU.1842.40,person,,,
4669,EU.1843.5,person,Mohammad Pakpur,,
4670,EU.1844.67,person,Rostam QASEMI,,
4671,EU.1844.67,person,Rostam GHASEMI,,
4672,EU.1844.67,person,Rostam Qassemi,,
4673,EU.1844.67,person,,,
4674,EU.1845.32,person,Hossein SALAMI,,
4675,EU.2078.17,enterprise,Iranian Revolutionary Guard Corps,,
4676,EU.2078.17,enterprise,IRGC,,
4677,EU.2078.17,enterprise,,Tehran,IRAN (ISLAMIC REPUBLIC OF)
4678,EU.1953.68,enterprise,IRGC-Air Force Al-Ghadir Missile Command,,
4679,EU.1953.68,enterprise,Luftstreitkräfte des Korps der Islamischen Revolutionsgarden – Raketenkommando Al Ghadir,,
4680,EU.1953.68,enterprise,IRGC:n ilmavoimien Al-Ghadir ohjuskomentokeskus,,
4681,EU.1953.68,enterprise,Comando missilistico dell'aeronautica dell'IRGC Al-Ghadir,,
4682,EU.1953.68,enterprise,Força Aérea do CGRI Comando de Mísseis da Al-Ghadir,,
4683,EU.1953.68,enterprise,Velitelství raketového vojska vzdušných sil IRGC Al-Ghadir,,
4684,EU.1953.68,enterprise,Islamo revoliucijos gvardijos oro pajėgų Al-Ghadir raketų vadavietė,,
4685,EU.1953.68,enterprise,IRGC Gaisa spēku Al-Ghadir raķešu komanda,,
4686,EU.1953.68,enterprise,Kmandant tal-Missili ta’ Al- Ghadir għall-Forza tal-Ajru tal- IRGC,,
4687,EU.1953.68,enterprise,Poveljstvo zračnih sil IRGC Al- Ghadir,,
4688,EU.1953.68,enterprise,Forțele Aeriene ale IRGG,,
4689,EU.1954.33,enterprise,Naserin Vahid,,
4690,EU.1965.96,enterprise,IRGC Qods Force,,
4691,EU.1965.96,enterprise,Quds-Truppe im Korps der Islamischen Revolutionsgarden,,
4692,EU.1965.96,enterprise,Forza Qods dell'IRGC,,
4693,EU.1965.96,enterprise,Qods-strijdkrachten van de IRG,,
4694,EU.1965.96,enterprise,Força Qods do CGRI,,
4695,EU.1965.96,enterprise,Síly al-Kuds islámských revolučních gard,,
4696,EU.1965.96,enterprise,Islamo revoliucijos gvardijos Qods pajėgos,,
4697,EU.1965.96,enterprise,Forțele Qods ale IRGC,,
4698,EU.2039.75,enterprise,Sepanir Oil and Gas Energy Engineering Company,,
4699,EU.2039.75,enterprise,Sepah Nir,,
4700,EU.2291.0,person,Amir Abdullah,,
4701,EU.2291.0,person,Amir Abdullah Sahib,,
4702,EU.2291.0,person,,Karachi,PAKISTAN
4703,EU.2291.0,person,,,
4704,EU.2291.0,person,,,
4705,EU.2292.62,person,Anwar Nasser Abdulla Al-Aulaqi,,
4706,EU.2292.62,person,Anwar al-Aulaqi,,
4707,EU.2292.62,person,Anwar al-Awlaki,,
4708,EU.2292.62,person,Anwar al-Awlaqi,,
4709,EU.2292.62,person,Anwar Nasser Aulaqi,,
4710,EU.2292.62,person,Anwar Nasser Abdullah Aulaqi,,
4711,EU.2292.62,person,Anwar Nasser Abdulla Aulaqi,,
4712,EU.2292.62,person,,,
4713,EU.2292.62,person,,,
4714,EU.2292.62,person,,,
4715,EU.2292.62,person,,,
4716,EU.2272.60,,,,
4717,EU.2272.60,,,,
4718,EU.2272.60,,,,
4719,EU.2272.60,,,,
4720,EU.2272.60,,,,
4721,EU.2272.60,,,,
4722,EU.2272.60,,,,
4723,EU.2272.60,,,,
4724,EU.2272.60,,,,
4725,EU.2274.87,person,Gul Agha Ishakzai,,
4726,EU.2274.87,person,Mullah Gul Agha,,
4727,EU.2274.87,person,Mullah Gul Agha Akhund,,
4728,EU.2274.87,person,Hidayatullah,,
4729,EU.2274.87,person,Haji Hidayatullah,,
4730,EU.2274.87,person,Hayadatullah,,
4731,EU.2274.87,person,,,PAKISTAN
4732,EU.2274.87,person,,,
4733,EU.2334.48,enterprise,Harakat-ul Jihad Islami,,
4734,EU.2334.48,enterprise,HUJI,,
4735,EU.2334.48,enterprise,Movement of Islamic Holy War,,
4736,EU.2334.48,enterprise,Harkat-ul-Jihad-al Islami,,
4737,EU.2334.48,enterprise,Harkat-ul-Jehad-al-Islami,,
4738,EU.2334.48,enterprise,Harakat ul Jihad-e-Islami,,
4739,EU.2334.48,enterprise,Harakat-ul-Ansar,,
4740,EU.2334.48,enterprise,HUA,,
4741,EU.2334.48,enterprise,Harkat-al-Jihad-ul Islami,,
4742,EU.2334.48,enterprise,Mouvement de la guerre sainte islamique,,
4743,EU.2334.48,enterprise,Movimento da Guerra Santa Islâmica,,
4744,EU.2334.48,enterprise,Движение на ислямската свещена война,,
4745,EU.2301.53,person,Abdul Habib,,
4746,EU.2301.53,person,Abdul Habib Alizai,,
4747,EU.2301.53,person,Hajji Agha Jan,,
4748,EU.2301.53,person,Agha Jan Alazai,,
4749,EU.2301.53,person,Haji Loi Lala,,
4750,EU.2301.53,person,Loi Agha,,
4751,EU.2301.53,person,Agha Jan Alizai,,
4752,EU.2301.53,person,Haji Agha JanAlizai,,
4753,EU.2301.53,person,,,
4754,EU.2301.53,person,,,
4755,EU.2301.53,person,,,
4756,EU.2301.53,person,,,
4757,EU.2301.53,person,,,
4758,EU.2301.53,person,,,
4759,EU.2301.53,person,,,
4760,EU.2337.40,person,Saleh Mohammad Kakar Akhtar Muhammad,,
4761,EU.2337.40,person,Saleh Mohammad,,
4762,EU.2337.40,person,,Kandahar Province,AFGHANISTAN
4763,EU.2337.40,person,,,
4764,EU.2337.40,person,,,
4765,EU.3608.92,,,,
4766,EU.3608.92,,,,
4767,EU.3608.92,,,,
4768,EU.3608.92,,,,
4769,EU.3608.92,,,,
4770,EU.3608.92,,,,
4771,EU.3608.92,,,,
4772,EU.3608.92,,,,
4773,EU.3608.92,,,,
4774,EU.3734.6,person,Leodomir Mugaragu,,
4775,EU.3734.6,person,Manzi Leon,,
4776,EU.3734.6,person,Leo Manzi,,
4777,EU.3734.6,person,,,
4778,EU.3734.6,person,,,
4779,EU.3734.6,person,,,
4780,EU.3734.6,person,,,
4781,EU.3734.6,person,,,
4782,EU.3734.6,person,,,
4783,EU.3634.41,person,Félicien Nsanzubukire,,
4784,EU.3634.41,person,Fred Irakeza,,
4785,EU.3634.41,person,,,CONGO
4786,EU.3634.41,person,,,
4787,EU.3634.41,person,,,
4788,EU.3634.41,person,,,
4789,EU.3634.41,person,,,
4790,EU.3650.86,person,Innocent Zimurinda,,
4791,EU.3650.86,person,Zimulinda,,
4792,EU.3650.86,person,,Rubavu,RWANDA
4793,EU.3650.86,person,,,
4794,EU.3650.86,person,,,
4795,EU.3650.86,person,,,
4796,EU.3650.86,person,,,
4797,EU.4183.63,enterprise,Green Pine Associated Corporation,,
4798,EU.4183.63,enterprise,Saeng Pil Trading Corporation,,
4799,EU.4183.63,enterprise,National Resources Development and Investment Corporation,,
4800,EU.4183.63,enterprise,Saeingp'il Company,,
4801,EU.4183.63,enterprise,Natural Resources Development and Investment Corporation,,
4802,EU.4183.63,enterprise,Ku'm- haeryong Company LTD,,
4803,EU.4183.63,enterprise,Jindallae,,
4804,EU.4183.63,enterprise,Chosun Chawo'n Kaebal T'uja Hoesa,,
4805,EU.4183.63,enterprise,Ch'o'ngsong Yo'nhap,,
4806,EU.4183.63,enterprise,Chongsong Yonhap,,
4807,EU.4183.63,enterprise,Cho'ngsong United Trading Company,,
4808,EU.4183.63,enterprise,,Pyongyang,
4809,EU.4183.63,enterprise,,Pyongyang,KOREA
4810,EU.4183.63,enterprise,,Pyongyang,
4811,EU.4183.63,enterprise,,Pyongyang,KOREA
4812,EU.4185.90,enterprise,Korea Heungjin Trading Company,,
4813,EU.4185.90,enterprise,Hunjin Trading Co.,,
4814,EU.4185.90,enterprise,Korea Henjin Trading Co.,,
4815,EU.4185.90,enterprise,Korea Hengjin Trading Company,,
4816,EU.4185.90,enterprise,,Pyongyang,KOREA
4817,EU.4126.49,enterprise,Korea Taesong Trading Company,,
4818,EU.4126.49,enterprise,,Pyongyang,KOREA
4819,EU.4102.90,enterprise,Second Economic Committee,,
4820,EU.4102.90,enterprise,,Kangdong,KOREA
4821,EU.4223.22,person,JON Il-chun,,
4822,EU.4223.22,person,JON Il Chun,,
4823,EU.4223.22,person,전일춘,,
4824,EU.4223.22,person,,,
4825,EU.4105.82,enterprise,Korea Daesong Bank,,
4826,EU.4105.82,enterprise,Choson Taesong Unhaeng,,
4827,EU.4105.82,enterprise,Taesong Bank,,
4828,EU.4105.82,enterprise,,Pyongyang,
4829,EU.4105.82,enterprise,,,
4830,EU.4127.14,enterprise,Korea Daesong General Trading Corporation,,
4831,EU.4127.14,enterprise,Daesong Trading,,
4832,EU.4127.14,enterprise,Daesong Trading Company,,
4833,EU.4127.14,enterprise,Korea Daesong Trading Company,,
4834,EU.4127.14,enterprise,Korea Daesong Trading Corporation,,
4835,EU.4127.14,enterprise,,Pyongyang,
4836,EU.2320.90,,,,
4837,EU.2320.90,,,,
4838,EU.2320.90,,,,
4839,EU.2320.90,,,,
4840,EU.2320.90,,,,
4841,EU.2320.90,,,,
4842,EU.2320.90,,,,
4843,EU.2320.90,,,,
4844,EU.2320.90,,,,
4845,EU.2320.90,,,,
4846,EU.2320.90,,,,
4847,EU.2393.89,person,Said Jan ‘Abd Al-Salam,,
4848,EU.2393.89,person,Sa’id Jan ‘Abd-al-Salam,,
4849,EU.2393.89,person,Dilawar Khan Zain Khan,,
4850,EU.2393.89,person,Qazi ‘Abdallah,,
4851,EU.2393.89,person,Qazi Abdullah,,
4852,EU.2393.89,person,Ibrahim Walid,,
4853,EU.2393.89,person,Qasi Sa’id Jan,,
4854,EU.2393.89,person,Said Jhan,,
4855,EU.2393.89,person,Farhan Khan,,
4856,EU.2393.89,person,Aziz Cairo,,
4857,EU.2393.89,person,Nangiali,,
4858,EU.2393.89,person,,,
4859,EU.2393.89,person,,,
4860,EU.2393.89,person,,,
4861,EU.2393.89,person,,,
4862,EU.2393.89,person,,,
4863,EU.2393.89,person,,,
4864,EU.3364.52,person,Zine El Abidine Ben Haj Hamda Ben Haj Hassen BEN ALI,,
4865,EU.3364.52,person,,,
4866,EU.3364.52,person,,,
4867,EU.3364.52,person,,,
4868,EU.3365.17,person,Leila Bent Mohamed Ben Rhouma TRABELSI,,
4869,EU.3365.17,person,,,
4870,EU.3365.17,person,,,
4871,EU.3365.17,person,,,
4872,EU.3366.79,person,Moncef Ben Mohamed Ben Rhouma TRABELSI,,
4873,EU.3366.79,person,,Radès Ben Arous,TUNISIA
4874,EU.3366.79,person,,,
4875,EU.3366.79,person,,,
4876,EU.3366.79,person,,,
4877,EU.3367.44,person,Sofiene Ben Habib Ben Haj Hamda BEN ALI,,
4878,EU.3367.44,person,,Tunis - El Manar 2,TUNISIA
4879,EU.3367.44,person,,,
4880,EU.3367.44,person,,,
4881,EU.3367.44,person,,,
4882,EU.3369.71,person,Mehdi Ben Tijani Ben Haj Hamda Ben Haj Hassen BEN ALI,,
4883,EU.3369.71,person,,Hammam-Sousse,TUNISIA
4884,EU.3369.71,person,,,
4885,EU.3369.71,person,,,
4886,EU.3369.71,person,,,
4887,EU.3369.71,person,,,
4888,EU.3370.96,person,Mohamed Ben Moncef Ben Mohamed TRABELSI,,
4889,EU.3370.96,person,,Tunis,TUNISIA
4890,EU.3370.96,person,,,
4891,EU.3370.96,person,,,
4892,EU.3370.96,person,,,
4893,EU.3372.26,person,Fahd Mohamed Sakher Ben Moncef Ben Mohamed Hfaiez MATERI,,
4894,EU.3372.26,person,,,
4895,EU.3372.26,person,,,
4896,EU.3372.26,person,,,
4897,EU.3389.73,person,Nesrine Bent Zine El Abidine Ben Haj Hamda BEN ALI,,
4898,EU.3389.73,person,,,
4899,EU.3389.73,person,,,
4900,EU.3389.73,person,,,
4901,EU.3390.1,person,Halima Bent Zine El Abidine Ben Haj Hamda BEN ALI,,
4902,EU.3390.1,person,,Tunis,TUNISIA
4903,EU.3390.1,person,,,
4904,EU.3390.1,person,,,
4905,EU.3390.1,person,,,
4906,EU.3391.63,person,Naoufel Ben Habib Ben Bouali LTAIEF,,
4907,EU.3391.63,person,,Tunis - El Manar 2,TUNISIA
4908,EU.3391.63,person,,,
4909,EU.3391.63,person,,,
4910,EU.3391.63,person,,,
4911,EU.3392.28,person,Belhassen Ben Mohamed Ben Rhouma TRABELSI,,
4912,EU.3392.28,person,,Tunis,TUNISIA
4913,EU.3392.28,person,,,
4914,EU.3392.28,person,,,
4915,EU.3392.28,person,,,
4916,EU.3393.90,person,Imed Ben Habib Ben Bouali LTAIEF,,
4917,EU.3393.90,person,,l'Ariana,
4918,EU.3393.90,person,,,
4919,EU.3393.90,person,,,
4920,EU.3393.90,person,,,
4921,EU.3394.55,person,Mohamed Naceur Ben Mohamed Ben Rhouma TRABELSI,,
4922,EU.3394.55,person,,Tunis,TUNISIA
4923,EU.3394.55,person,,,
4924,EU.3394.55,person,,,
4925,EU.3394.55,person,,,
4926,EU.3395.20,person,Jalila Bent Mohamed Ben Rhouma TRABELSI,,
4927,EU.3395.20,person,,Tunis,TUNISIA
4928,EU.3395.20,person,,,
4929,EU.3395.20,person,,,
4930,EU.3395.20,person,,,
4931,EU.3396.82,person,Ghazoua Bent Hamed Ben Taher BOUAOUINA,,
4932,EU.3396.82,person,,Sousse,TUNISIA
4933,EU.3396.82,person,,,
4934,EU.3396.82,person,,,
4935,EU.3396.82,person,,,
4936,EU.3397.47,person,Mohamed Imed Ben Mohamed Naceur Ben Mohamed TRABELSI,,
4937,EU.3397.47,person,,,TUNISIA
4938,EU.3397.47,person,,,
4939,EU.3397.47,person,,,
4940,EU.3397.47,person,,,
4941,EU.3407.3,person,Douraied Ben Hamed Ben Taher BOUAOUINA,,
4942,EU.3407.3,person,,Hammam-Sousse,UNKNOWN
4943,EU.3407.3,person,,,
4944,EU.3407.3,person,,,
4945,EU.3407.3,person,,,
4946,EU.3408.65,person,Mohamed Adel Ben Mohamed Ben Rehouma TRABELSI,,
4947,EU.3408.65,person,,Gammarth,TUNISIA
4948,EU.3408.65,person,,,
4949,EU.3408.65,person,,,
4950,EU.3408.65,person,,,
4951,EU.3409.30,person,Najet Bent Slaheddine Ben Haj Hamda BEN ALI,,
4952,EU.3409.30,person,,Sousse,UNKNOWN
4953,EU.3409.30,person,,,
4954,EU.3409.30,person,,,
4955,EU.3409.30,person,,,
4956,EU.3410.55,person,Mohamed Mourad Ben Mohamed Ben Rehouma TRABELSI,,
4957,EU.3410.55,person,,Tunis,TUNISIA
4958,EU.3410.55,person,,,
4959,EU.3410.55,person,,,
4960,EU.3410.55,person,,,
4961,EU.3411.20,person,Samira Bent Mohamed Ben Rhouma TRABELSI,,
4962,EU.3411.20,person,,La Marsa,TUNISIA
4963,EU.3411.20,person,,,
4964,EU.3411.20,person,,,
4965,EU.3411.20,person,,,
4966,EU.3412.82,person,Mohamed Montassar Ben Kbaier Ben Mohamed MEHERZI,,
4967,EU.3412.82,person,,La Marsa,TUNISIA
4968,EU.3412.82,person,,,
4969,EU.3412.82,person,,,
4970,EU.3412.82,person,,,
4971,EU.3413.47,person,Najmeddine Ben Slaheddine Ben Haj Hamda BEN ALI,,
4972,EU.3413.47,person,,Monastir,UNKNOWN
4973,EU.3413.47,person,,,
4974,EU.3413.47,person,,,
4975,EU.3413.47,person,,,
4976,EU.3417.4,person,Nefissa Bent Mohamed Ben Rhouma TRABELSI,,
4977,EU.3417.4,person,,Gammarth Supérieur,UNKNOWN
4978,EU.3417.4,person,,,
4979,EU.3417.4,person,,,
4980,EU.3417.4,person,,,
4981,EU.3418.66,person,Hamda Ben Slaheddine Ben Haj Hamda BEN ALI,,
4982,EU.3418.66,person,,Monastir,UNKNOWN
4983,EU.3418.66,person,,,
4984,EU.3418.66,person,,,
4985,EU.3418.66,person,,,
4986,EU.3419.31,person,Kaïs Ben Slaheddine Ben Haj Hamda BEN ALI,,
4987,EU.3419.31,person,,Monastir,UNKNOWN
4988,EU.3419.31,person,,,
4989,EU.3419.31,person,,,
4990,EU.3419.31,person,,,
4991,EU.3420.56,person,Habib Ben Kaddour Ben Mustapha BEN ZAKIR,,
4992,EU.3420.56,person,,Gammarth Supérieur,UNKNOWN
4993,EU.3420.56,person,,,
4994,EU.3420.56,person,,,
4995,EU.3420.56,person,,,
4996,EU.3421.21,person,Slaheddine Ben Haj Hamda Ben Haj Hassen BEN ALI,,
4997,EU.3421.21,person,,Monastir,UNKNOWN
4998,EU.3421.21,person,,,
4999,EU.3421.21,person,,,
5000,EU.3421.21,person,,,
5001,EU.3422.83,person,Moez Ben Moncef Ben Mohamed TRABELSI,,
5002,EU.3422.83,person,,Tunis,TUNISIA
5003,EU.3422.83,person,,,
5004,EU.3422.83,person,,,
5005,EU.3422.83,person,,,
5006,EU.3423.48,person,Najet Bent Haj Hamda Ben Raj Hassen BEN ALI,,
5007,EU.3423.48,person,,Sousse,UNKNOWN
5008,EU.3423.48,person,,,
5009,EU.3423.48,person,,,
5010,EU.3423.48,person,,,
5011,EU.3424.13,person,Lilia Bent Noureddine Ben Ahmed NACEF,,
5012,EU.3424.13,person,,Tunis,TUNISIA
5013,EU.3424.13,person,,,
5014,EU.3424.13,person,,,
5015,EU.3424.13,person,,,
5016,EU.3425.75,person,Hayet Bent Haj Hamda Ben Haj Hassen BEN ALI,,
5017,EU.3425.75,person,,Hammam-Sousse,UNKNOWN
5018,EU.3425.75,person,,,
5019,EU.3425.75,person,,,
5020,EU.3425.75,person,,,
5021,EU.3440.58,person,Mourad Ben Hédi Ben Ali MEHDOUI,,
5022,EU.3440.58,person,,Tunis,TUNISIA
5023,EU.3440.58,person,,,
5024,EU.3440.58,person,,,
5025,EU.3440.58,person,,,
5026,EU.3441.23,person,Faouzi Ben Haj Hamda Ben Haj Hassen BEN ALI,,
5027,EU.3441.23,person,,Hammam - Sousse,UNKNOWN
5028,EU.3441.23,person,,,
5029,EU.3441.23,person,,,
5030,EU.3441.23,person,,,
5031,EU.3442.85,person,Houssem Ben Mohamed Naceur Ben Mohamed TRABELSI,,
5032,EU.3442.85,person,,Tunis,TUNISIA
5033,EU.3442.85,person,,,
5034,EU.3442.85,person,,,
5035,EU.3442.85,person,,,
5036,EU.3443.50,person,Farid Ben Haj Hamda Ben Haj Hassen BEN ALI,,
5037,EU.3443.50,person,,Hammam - Sousse,UNKNOWN
5038,EU.3443.50,person,,,
5039,EU.3443.50,person,,,
5040,EU.3443.50,person,,,
5041,EU.3445.77,person,Slim Ben Mohamed Salah Ben Ahmed ZARROUK,,
5042,EU.3445.77,person,,Carthage,UNKNOWN
5043,EU.3445.77,person,,,
5044,EU.3445.77,person,,,
5045,EU.3445.77,person,,,
5046,EU.3446.42,person,Ghazoua Bent Zine El Abidine Ben Haj Hamda BEN ALI,,
5047,EU.3446.42,person,,Carthage,TUNISIA
5048,EU.3446.42,person,,,
5049,EU.3446.42,person,,,
5050,EU.3446.42,person,,,
5051,EU.3564.79,,,,
5052,EU.3564.79,,,,
5053,EU.3564.79,,,,
5054,EU.3564.79,,,,
5055,EU.3564.79,,,,
5056,EU.3564.79,,,,
5057,EU.3449.34,person,Mehdi Ben Ridha Ben Mohamed BEN GAIED,,
5058,EU.3449.34,person,,Tunis,TUNISIA
5059,EU.3449.34,person,,,
5060,EU.3449.34,person,,,
5061,EU.3450.59,person,Mohamed Slim Ben Mohamed Hassen Ben Salah CHIBOUB,,
5062,EU.3450.59,person,,Tunis,TUNISIA
5063,EU.3450.59,person,,,
5064,EU.3450.59,person,,,
5065,EU.3450.59,person,,,
5066,EU.3451.24,person,Dorsaf Bent Zine El Abidine Ben Haj Hamda BEN ALI,,
5067,EU.3451.24,person,,Tunis,TUNISIA
5068,EU.3451.24,person,,,
5069,EU.3451.24,person,,,
5070,EU.3451.24,person,,,
5071,EU.3829.86,,,,
5072,EU.3829.86,,,,
5073,EU.3829.86,,,,
5074,EU.3829.86,,,,
5075,EU.3829.86,,,,
5076,EU.3829.86,,,,
5077,EU.3829.86,,,,
5078,EU.3829.86,,,,
5079,EU.3829.86,,,,
5080,EU.3830.14,,,,
5081,EU.3830.14,,,,
5082,EU.3830.14,,,,
5083,EU.3830.14,,,,
5084,EU.3848.26,,,,
5085,EU.3848.26,,,,
5086,EU.3850.16,,,,
5087,EU.3850.16,,,,
5088,EU.3426.40,,,,
5089,EU.3426.40,,,,
5090,EU.3426.40,,,,
5091,EU.3426.40,,,,
5092,EU.3426.40,,,,
5093,EU.3426.40,,,,
5094,EU.3426.40,,,,
5095,EU.3426.40,,,,
5096,EU.3426.40,,,,
5097,EU.3858.27,,,,
5098,EU.3858.27,,,,
5099,EU.3858.27,,,,
5100,EU.3858.27,,,,
5101,EU.3347.42,person,ABU SHAARIYA,,
5102,EU.3361.60,person,Abdulqader Yusef DIBRI,,
5103,EU.3361.60,person,,,
5104,EU.3886.3,person,Abu Zayd Umar DORDA,,
5105,EU.3886.3,person,Dorda Abuzed OE,,
5106,EU.3886.3,person,,,LIBYA
5107,EU.3886.3,person,,,
5108,EU.3886.3,person,,,
5109,EU.3827.59,,,,
5110,EU.3827.59,,,,
5111,EU.3828.24,person,Matuq Mohammed MATUQ,,
5112,EU.3828.24,person,,,
5113,EU.3362.25,person,Sayyid Mohammed QADHAF AL-DAM,,
5114,EU.3362.25,person,Sayyid Mohammed KADDAF AL-DAM,,
5115,EU.3362.25,person,Sayyid Mohammed GADDAF AL-DAM,,
5116,EU.3362.25,person,,,
5117,EU.3849.88,,,,
5118,EU.3849.88,,,,
5119,EU.3849.88,,,,
